"term","x","f"
"epa_per_play",0.785,0.21516718981423
"epa_per_play",0.79,0.216622043684629
"epa_per_play",0.795,0.218076897555029
"epa_per_play",0.8,0.219531751425428
"epa_per_play",0.805,0.220986605295825
"epa_per_play",0.81,0.222441459166225
"epa_per_play",0.815,0.223896313036624
"epa_per_play",0.82,0.225351166907024
"epa_per_play",0.825,0.226806020777421
"epa_per_play",0.83,0.22826087464782
"epa_per_play",0.835,0.229715728518221
"epa_per_play",0.84,0.231170582388619
"epa_per_play",0.845,0.232625436259018
"epa_per_play",0.85,0.234080290129416
"epa_per_play",0.855,0.235535143999816
"epa_per_play",0.86,0.236989997870214
"epa_per_play",0.865,0.238444851740612
"epa_per_play",0.87,0.239899705611013
"epa_per_play",0.875,0.24135455948141
"epa_per_play",0.88,0.242809413351811
"epa_per_play",0.885,0.24426426722221
"epa_per_play",0.89,0.24571912109261
"epa_per_play",0.895,0.247173974963009
"epa_per_play",0.9,0.248628828833405
"epa_per_play",0.905,0.250083682703804
"epa_per_play",0.91,0.251538536574205
"epa_per_play",0.915,0.252993390444604
"epa_per_play",0.92,0.254448244315002
"epa_per_play",0.925,0.2559030981854
"epa_per_play",0.93,0.257357952055798
"epa_per_play",0.935,0.258812805926199
"epa_per_play",0.94,0.260267659796598
"epa_per_play",0.945,0.261722513666997
"epa_per_play",0.95,0.263177367537394
"epa_per_play",0.955,0.264632221407796
"epa_per_play",0.96,0.266087075278191
"epa_per_play",0.965,0.267541929148594
"epa_per_play",0.97,0.268996783018993
"epa_per_play",0.975,0.270451636889388
"epa_per_play",0.98,0.27190649075979
"epa_per_play",0.985,0.27336134463019
"epa_per_play",0.99,0.27481619850059
"epa_per_play",0.995,0.276271052370986
"epa_per_play",1,0.277725906241384
"epa_per_play",1.005,0.279180760111784
"epa_per_play",1.01,0.280635613982182
"epa_per_play",1.015,0.282090467852583
"epa_per_play",1.02,0.283545321722981
"epa_per_play",1.025,0.28500017559338
"epa_per_play",1.03,0.286455029463779
"epa_per_play",1.035,0.287909883334181
"epa_per_play",1.04,0.28936473720458
"epa_per_play",1.045,0.290819591074976
"epa_per_play",1.05,0.292274444945375
"epa_per_play",1.055,0.293729298815774
"epa_per_play",1.06,0.295184152686172
"epa_per_play",1.065,0.296639006556572
"epa_per_play",1.07,0.298093860426971
"epa_per_play",1.075,0.299548714297369
"epa_per_play",1.08,0.301003568167768
"epa_per_play",1.085,0.302458422038168
"epa_per_play",1.09,0.303913275908567
"epa_per_play",1.095,0.305368129778965
"epa_per_play",1.1,0.306822983649363
"epa_per_play",1.105,0.308277837519764
"epa_per_play",1.11,0.309732691390164
"epa_per_play",1.115,0.311187545260561
"epa_per_play",1.12,0.312642399130962
"epa_per_play",1.125,0.314097253001363
"epa_per_play",1.13,0.315552106871758
"epa_per_play",1.135,0.31700696074216
"epa_per_play",1.14,0.318461814612555
"epa_per_play",1.145,0.319916668482956
"epa_per_play",1.15,0.321371522353354
"epa_per_play",1.155,0.322826376223753
"epa_per_play",1.16,0.324281230094159
"epa_per_play",1.165,0.325736083964549
"epa_per_play",1.17,0.327190937834948
"epa_per_play",1.175,0.328645791705347
"epa_per_play",1.18,0.33010064557575
"epa_per_play",1.185,0.33155549944615
"epa_per_play",1.19,0.333010353316547
"epa_per_play",1.195,0.334465207186947
"epa_per_play",1.2,0.335920061057342
"epa_per_play",1.205,0.337374914927749
"epa_per_play",1.21,0.338829768798142
"epa_per_play",1.215,0.340284622668538
"epa_per_play",1.22,0.341739476538937
"epa_per_play",1.225,0.343194330409337
"epa_per_play",1.23,0.34464918427974
"epa_per_play",1.235,0.346104038150137
"epa_per_play",1.24,0.347558892020538
"epa_per_play",1.245,0.34901374589094
"epa_per_play",1.25,0.350468599761336
"epa_per_play",1.255,0.351923453631736
"epa_per_play",1.26,0.353378307502133
"epa_per_play",1.265,0.354833161372535
"epa_per_play",1.27,0.356288015242933
"epa_per_play",1.275,0.357742869113329
"epa_per_play",1.28,0.359197722983726
"epa_per_play",1.285,0.360652576854123
"epa_per_play",1.29,0.362107430724528
"epa_per_play",1.295,0.363562284594922
"epa_per_play",1.3,0.365017138465323
"epa_per_play",1.305,0.366471992335725
"epa_per_play",1.31,0.367926846206118
"epa_per_play",1.315,0.369381700076521
"epa_per_play",1.32,0.370836553946922
"epa_per_play",1.325,0.372291407817322
"epa_per_play",1.33,0.373746261687717
"epa_per_play",1.335,0.375201115558115
"epa_per_play",1.34,0.376655969428515
"epa_per_play",1.345,0.378110823298919
"epa_per_play",1.35,0.379565677169316
"epa_per_play",1.355,0.381020531039713
"epa_per_play",1.36,0.382475384910115
"epa_per_play",1.365,0.383930238780503
"epa_per_play",1.37,0.385385092650909
"epa_per_play",1.375,0.386839946521313
"epa_per_play",1.38,0.388294800391706
"epa_per_play",1.385,0.389749654262106
"epa_per_play",1.39,0.391204508132508
"epa_per_play",1.395,0.392659362002907
"epa_per_play",1.4,0.394114215873301
"epa_per_play",1.405,0.395569069743699
"epa_per_play",1.41,0.397023923614105
"epa_per_play",1.415,0.398478777484503
"epa_per_play",1.42,0.399933631354893
"epa_per_play",1.425,0.401388485225296
"epa_per_play",1.43,0.402843339095694
"epa_per_play",1.435,0.40429819296609
"epa_per_play",1.44,0.405753046836497
"epa_per_play",1.445,0.407207900706894
"epa_per_play",1.45,0.408662754577293
"epa_per_play",1.455,0.410117608447687
"epa_per_play",1.46,0.411572462318083
"epa_per_play",1.465,0.413027316188485
"epa_per_play",1.47,0.414482170058887
"epa_per_play",1.475,0.415937023929291
"epa_per_play",1.48,0.417391877799684
"epa_per_play",1.485,0.418846731670082
"epa_per_play",1.49,0.420301585540487
"epa_per_play",1.495,0.421756439410888
"epa_per_play",1.5,0.423211293281274
"epa_per_play",1.505,0.424666147151679
"epa_per_play",1.51,0.426121001022081
"epa_per_play",1.515,0.427575854892473
"epa_per_play",1.52,0.429030708762866
"epa_per_play",1.525,0.430485562633274
"epa_per_play",1.53,0.431940416503675
"epa_per_play",1.535,0.433395270374073
"epa_per_play",1.54,0.434850124244471
"epa_per_play",1.545,0.436304978114868
"epa_per_play",1.55,0.437759831985275
"epa_per_play",1.555,0.439214685855666
"epa_per_play",1.56,0.440669539726073
"epa_per_play",1.565,0.442124393596471
"epa_per_play",1.57,0.443579247466855
"epa_per_play",1.575,0.445034101337255
"epa_per_play",1.58,0.44648895520767
"epa_per_play",1.585,0.447943809078059
"epa_per_play",1.59,0.44939866294845
"epa_per_play",1.595,0.450853516818859
"epa_per_play",1.6,0.452308370689243
"epa_per_play",1.605,0.453763224559664
"epa_per_play",1.61,0.455218078430057
"epa_per_play",1.615,0.45667293230046
"epa_per_play",1.62,0.45812778617086
"epa_per_play",1.625,0.459582640041248
"epa_per_play",1.63,0.461037493911652
"epa_per_play",1.635,0.462492347782063
"epa_per_play",1.64,0.463947201652447
"epa_per_play",1.645,0.465402055522848
"epa_per_play",1.65,0.466856909393255
"epa_per_play",1.655,0.468311763263648
"epa_per_play",1.66,0.469766617134039
"epa_per_play",1.665,0.471221471004441
"epa_per_play",1.67,0.47267632487485
"epa_per_play",1.675,0.474131178745242
"epa_per_play",1.68,0.475586032615639
"epa_per_play",1.685,0.477040886486042
"epa_per_play",1.69,0.478495740356433
"epa_per_play",1.695,0.479950594226842
"epa_per_play",1.7,0.48140544809725
"epa_per_play",1.705,0.482860301967639
"epa_per_play",1.71,0.484315155838045
"epa_per_play",1.715,0.485770009708444
"epa_per_play",1.72,0.487224863578848
"epa_per_play",1.725,0.488679717449239
"epa_per_play",1.73,0.490134571319637
"epa_per_play",1.735,0.491589425190028
"epa_per_play",1.74,0.493044279060443
"epa_per_play",1.745,0.494499132930829
"epa_per_play",1.75,0.49595398680125
"epa_per_play",1.755,0.497408840671625
"epa_per_play",1.76,0.49886369454203
"epa_per_play",1.765,0.500318548412409
"epa_per_play",1.77,0.501773402282825
"epa_per_play",1.775,0.503228256153224
"epa_per_play",1.78,0.504683110023616
"epa_per_play",1.785,0.506137963894014
"epa_per_play",1.79,0.507592817764447
"epa_per_play",1.795,0.509047671634823
"epa_per_play",1.8,0.510502525505242
"epa_per_play",1.805,0.511957379375616
"epa_per_play",1.81,0.513412233246017
"epa_per_play",1.815,0.514867087116405
"epa_per_play",1.82,0.516321940986813
"epa_per_play",1.825,0.517776794857208
"epa_per_play",1.83,0.519231648727594
"epa_per_play",1.835,0.520686502598017
"epa_per_play",1.84,0.52214135646841
"epa_per_play",1.845,0.523596210338809
"epa_per_play",1.85,0.5250510642092
"epa_per_play",1.855,0.526505918079602
"epa_per_play",1.86,0.527960771950011
"epa_per_play",1.865,0.529415625820411
"epa_per_play",1.87,0.530870479690794
"epa_per_play",1.875,0.532325333561185
"epa_per_play",1.88,0.533780187431599
"epa_per_play",1.885,0.535235041301983
"epa_per_play",1.89,0.536689895172398
"epa_per_play",1.895,0.538144749042809
"epa_per_play",1.9,0.539599602913206
"epa_per_play",1.905,0.5410544567836
"epa_per_play",1.91,0.542509310653977
"epa_per_play",1.915,0.543964164524413
"epa_per_play",1.92,0.545419018394796
"epa_per_play",1.925,0.546873872265177
"epa_per_play",1.93,0.54832872613558
"epa_per_play",1.935,0.549783580006002
"epa_per_play",1.94,0.551238433876382
"epa_per_play",1.945,0.552693287746807
"epa_per_play",1.95,0.554148141617192
"epa_per_play",1.955,0.555602995487577
"epa_per_play",1.96,0.557057849357994
"epa_per_play",1.965,0.558512703228406
"epa_per_play",1.97,0.559967557098754
"epa_per_play",1.975,0.561422410969175
"epa_per_play",1.98,0.56287726483958
"epa_per_play",1.985,0.564332118709965
"epa_per_play",1.99,0.565786972580392
"epa_per_play",1.995,0.567241826450763
"epa_per_play",2,0.568696680321176
